Address,Lat,Long,PermitNo,Description,Link,Issued
505-515 Little Collins Street MELBOURNE VIC 3000,-37.8171492,144.9577154,TP-2015-380,Construction and display of business identification and promotion signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233395,No
67-69 Keppel Street CARLTON VIC 3053,-37.795236,144.96571,TP-2015-381,Re-construction of a boundary masonry fence between two dwellings.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233399,Yes
22-24 Sambell Street KENSINGTON VIC 3031,-37.7956044,144.9218538,TP-2013-349,Construct two dwellings,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196164,Yes
2-14 Leicester Street CARLTON VIC 3053,-37.8053154,144.9601953,TP-2009-482/B,Amend condition 12 and minor internal rearrangements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196165,No
"Flat 29, 238 The Avenue PARKVILLE VIC 3052",-37.7814848,144.9574855,TP-2013-334,Construction of new doors,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195997,Yes
93-101 Spring Street MELBOURNE VIC 3000,-37.8120368,144.9732715,TP-2013-335,Facade works to the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195998,Yes
124 Canning Street CARLTON VIC 3053,-37.795774,144.973593,TP-2013-336,Buildings and works to demolish existing gates and construction of a roller door to rear laneway,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196021,Yes
Rydges on Swanston - Melbourne 701-713 Swanston Street CARLTON VIC 3053,-37.801416,144.96336,TP-2013-337,Increase the licensed area of the premises to include the fourth floor,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196024,Yes
128 Rankins Road KENSINGTON VIC 3031,-37.792912,144.931015,TP-2013-338,Extension to an existing dwelling on a lot less than 300 square metres,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196025,Yes
368-386 Lygon Street CARLTON VIC 3053,-37.798062,144.968186,TP-2013-339,"Partial demolition, buildings and works to the Drummond Street facade, to erect and display business identification signs, and a reduction of car parking spaces",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196028,Yes
54 Bellair Street KENSINGTON VIC 3031,-37.790299,144.929115,TP-2013-340,External painting,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196029,Yes
310-312 Drummond Street CARLTON VIC 3053,-37.798527,144.969103,TP-2003-156/A,"Use of the premises to sell and consume liquor (caf̩/restaurant licence), increase in the floor area of the existing restaurant, reduction in car parking requirement and the construction of a retractable awning in the rear courtyard",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196030,No
579-589 Queensberry Street NORTH MELBOURNE VIC 3051,-37.803111,144.947773,TP-2014-416,Change of use to education centre,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214336,Yes
118-122 Lorimer Street DOCKLANDS VIC 3008,-37.8226037,144.9405448,TP-2014-422,Demolition of existing sales office and pontoon,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214346,Yes
251-257 Collins Street MELBOURNE VIC 3000,-37.816191,144.965578,TP-2014-414,"Building & Works for refurbishment of ground floor, including facade and works to a public footpath.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214236,No
123 Swanston Street MELBOURNE VIC 3000,-37.814832,144.965883,TP-2014-417,Shopfront alterations including the construction and display of business identification and internally illuminated signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214237,Yes
7 Gordon Crescent KENSINGTON VIC 3031,-37.79123,144.927018,TP-2014-418,Part demolition and construction of alterations & additions to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214238,Yes
114-116 Haines Street NORTH MELBOURNE VIC 3051,-37.798578,144.943416,TP-2014-419,"Construction of a ten storey residential building comprising 31 apartments, 23 car parking spaces and communal facilities.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214240,No
207-213 Queen Street MELBOURNE VIC 3000,-37.8137774,144.9600522,TP-2014-420,Shop Signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214241,Yes
107-111 Lonsdale Street MELBOURNE VIC 3000,-37.810536,144.969121,TP-2014-421,Buildings and works to erect and display a business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214246,Yes
77-87 Southbank Boulevard SOUTHBANK VIC 3006,-37.822995,144.96702,TPS-2014-21,Installation of plant equipment on the roof of the office building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214103,No
22-32 Little La Trobe Street MELBOURNE VIC 3000,-37.809172,144.962672,TP-2007-275/B,Development of a multi-storey residential hotel (serviced apartments) and retail tenancies,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=214104,Yes
468-478 Collins Street MELBOURNE VIC 3000,-37.8178567,144.9580902,TP-2014-516,Erect business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215791,Yes
Grand Hyatt 121-131 Collins Street MELBOURNE VIC 3000,-37.8148608,144.9696421,TP-2014-517,Installation of an internally illuminated signage blade to the exterior of a retail tenancy within the Grand Hyatt Hotel premises,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215792,Yes
41-61 Boundary Road NORTH MELBOURNE VIC 3051,-37.793831,144.938893,TP-2013-399/A,Construction of mezzanine level to existing building and use of the premises as an educational training facility,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215794,Yes
28-32 Elizabeth Street MELBOURNE VIC 3000,-37.817299,144.964882,TP-2014-523,Erection and display of business identification signage and construct and carry out works,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215804,Yes
1-5 Queen Street MELBOURNE VIC 3000,-37.8188036,144.961811,TP-2014-524,Patrial demolition of the existing building and buildings and works to construct a mutli level mixed use development including overshadowing of the north bank of the Yarra River between 11am and 2pm on 22 June,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215807,No
Melbourne Childrens Court 451-477 Little Lonsdale Street MELBOURNE VIC 3000,-37.812725,144.958087,TP-2014-513,Alterations to existing building facade (enclosure of an existing balcony),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215705,Yes
MELBOURNE,28.0836269,-80.6081089,TP-2014-525,To display two promotional signs on the existing tram shelter,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215714,No
DOCKLANDS,-37.8150178,144.9460078,TP-2014-537,Display of one promotional sign on existing tram shelter,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215856,No
MELBOURNE,28.0836269,-80.6081089,TP-2014-539,Display  promotional signage on existing tram shelters.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215866,No
45-47 Little Leveson Street NORTH MELBOURNE VIC 3051,-37.8042937,144.9516652,TP-2014-512,2 lot subdivision of PS546856R,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=215616,Yes
351-357 Collins Street MELBOURNE VIC 3000,-37.8173248,144.9628834,TP-2012-467/A,Conctruction and display of internally illuminated  business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192243,Yes
Part Ground 272 Lygon Street CARLTON VIC 3053,-37.800416,144.9670637,TP-2012-730/A,Display of business identification signage (decals) and external paintwork.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192258,Yes
733-747 Collins Street DOCKLANDS VIC 3008,-37.8207766,144.9492986,TP-2013-86,Construction and display of three internally illuminated high wall business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192269,No
71-89 Hobsons Road KENSINGTON VIC 3031,-37.796161,144.916489,TP-2013-87,"Use and development of the land for the purposes of a part 3, part 6 storey mixed use development with 182 dwellings, one retail and two commercial tenancies, and waiver of parking, bicycle parking and loading requirements",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192275,No
96-98 Flinders Street MELBOURNE VIC 3000,-37.815896,144.971476,TP-2013-88,"Erection of wall mounted, internally-illuminated  business identification signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192289,Yes
"Part Suite 18, 20 Commercial Road MELBOURNE VIC 3004",-37.693642,145.041654,TP-2013-89,"2 lot subdivision in accordance with RP018794 Section 32 - Subdivision of lots 18, 31 & 32 on RP018794 creating lots 18A & 18B",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192292,Yes
196 Lorimer Street FISHERMANS BEND VIC 3207,-37.830586,144.901201,TP-2013-83,Erect a shed to house a vehicle mounted mobile bridge inspection platform unit,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192185,Yes
589-605 Collins Street MELBOURNE VIC 3000,-37.819367,144.955217,TP-2013-84,Erect and display two internally illuminated high wall business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192188,Yes
122-124 Errol Street NORTH MELBOURNE VIC 3051,-37.802049,144.950128,TP-2013-85,"Use of the land as an Office (temporary display suite), associated buildings and works, advertising signage and car parking dispensation in a Mixed Use Zone, Heirtage Overlay and Design and Development Overlay.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192189,Yes
13A Victoria Street MELBOURNE VIC 3000,-37.807624,144.967954,TP-2004-932/A,Amend Condition 7 of the planning permit to alter the operating hours,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192076,No
80 Munster Terrace NORTH MELBOURNE VIC 3051,-37.801444,144.943175,TP-2014-978,Demolition of the existing fence and construction of a new fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223222,Yes
90-98 Curzon Street NORTH MELBOURNE VIC 3051,-37.801804,144.948607,TP-2014-979,Subdivision of PS647769X,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223225,Yes
356-362 King Street WEST MELBOURNE VIC 3003,-37.808324,144.952351,TP-2014-348/A,Use of the building for the purpose of a residential hotel,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223240,Yes
The Merchant 834-846 Bourke Street DOCKLANDS VIC 3008,-37.8198976,144.943217,TP-2014-980,Erection and display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223278,Yes
Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,-37.81495,144.965958,TP-2014-973,Proposed installation of split system airconditioner,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223162,No
271-285 Collins Street MELBOURNE VIC 3000,-37.816334,144.964693,TP-2014-974,Waiver of the bicycle facilities requirements for an education centre under Clause 52.34 of the Melbourne Planning Scheme,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223167,Yes
Arts Centre Melbourne 2-128 St Kilda Road SOUTHBANK VIC 3006,-37.8220166,144.9693148,TP-2014-975,Construction of buildings and works to the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223171,Yes
